chapNum|verseNum|text|keywords
31|6|Let beer be for those who are perishing, wine for those who are in anguish!|solace, escape, beer, wine, perishing, anguish
31|7|Let them drink and forget their poverty and remember their misery no more.|escape, escapism, coping mechanism, drinking, poverty, misery
31|8|Speak up for those who cannot speak for themselves, for the rights of all who are destitute.|advocacy, speaking up, voice, empowerment, justice
31|9|Speak up and judge fairly; defend the rights of the poor and needy.|justice, advocacy, equity, fair judgment, poor, needy
31|10|A wife of noble character who can find? She is worth far more than rubies.|wife, virtue, noble, value, rarity, ideal
31|11|Her husband has full confidence in her and lacks nothing of value.|husband, ideal, trust, strong foundation
31|12|She brings him good, not harm, all the days of her life.|benevolence,  selflessness, love, commitment
31|13|She selects wool and flax and works with eager hands.|diligence, resourcefulness, craftsmanship
31|14|She is like the merchant ships, bringing her food from afar.|diligence, provision
31|15|She gets up while it is still night; she provides food for her family and portions for her female servants.|diligence, care, dedication
31|16|She considers a field and buys it; out of her earnings she plants a vineyard.|responsibility, resourcefulness, visionary, prudence
31|17|She sets about her work vigorously; her arms are strong for her tasks.|diligence, competence, proficiency
31|18|She sees that her trading is profitable, and her lamp does not go out at night.|prudence, foresight, planning, preserverance, dedication
31|19|In her hand she holds the distaff and grasps the spindle with her fingers.|diligence, productivity, hard work, craftsmanship
31|20|She opens her arms to the poor and extends her hands to the needy.|compassion, generosity, selflessness, kindness, philanthropy
31|21|When it snows, she has no fear for her household; for all of them are clothed in scarlet.|provision, security, preparedness
31|22|She makes coverings for her bed; she is clothed in fine linen and purple.|domesticity, craftsmanship, diligence
31|23|Her husband is respected at the city gate, where he takes his seat among the elders of the land.|respect, honor, dignity
31|24|She makes linen garments and sells them, and supplies the merchants with sashes.|diligence, craftsmanship, entrepeneurship 
31|25|She is clothed with strength and dignity; she can laugh at the days to come.|strength, dignity, confidence, optimism, self-assurance
31|26|She speaks with wisdom, and faithful instruction is on her tongue.|wisdom, maturity, knowledge, tact, intelligence, communication
31|27|She watches over the affairs of her household and does not eat the bread of idleness.|responsibility, diligence, household management
31|28|Her children arise and call her blessed; her husband also, and he praises her:|blessed, appreciation, gratitude, motherhood, recognition, affection, love
31|29|“Many women do noble things, but you surpass them all.”|excellence, exceptional, recognition
31|30|Charm is deceptive, and beauty is fleeting; but a woman who fears the Lord is to be praised.|virtue, faith, spirituality, values, woman
31|31|Honor her for all that her hands have done, and let her works bring her praise at the city gate.|recognition, honor, appreciation, respect
